|      | game_id                                                                   |   segments |
| 1090 | dream-tv                                                                  |         21 |
| 1091 | supapoon-dx                                                               |         21 |
| 1092 | rise-of-the-phoenix                                                       |         21 |
| 1093 | silva-saga-ii                                                             |         21 |
| 1094 | special-tee-shot                                                          |         21 |
| 1095 | bounty-sword                                                              |         21 |
| 1096 | super-tetris-2-bombliss                                                   |         21 |
| 1097 | ranma-1-2-hard-battle                                                     |         21 |
| 1098 | super-battletank-2                                                        |         21 |
| 1099 | hajimari-no-mori                                                          |         21 |
| 1100 | carrier-aces                                                              |         21 |
| 1101 | sugoro-quest-dicenics                                                     |         21 |
| 1102 | mouryou-senki-madara-2                                                    |         21 |
| 1103 | farland-story                                                             |         21 |
| 1104 | john-madden-football                                                      |         21 |
| 1105 | super-variable-geo                                                        |         20 |
| 1106 | onizuka-katsuya-super-virtual-boxing                                      |         20 |
| 1107 | gekitotsu-dangan-jidousha-kessen-battle-mobile                            |         20 |
| 1108 | shounen-ashibe-goma-chan-no-yuuenchi-daibouken                            |         20 |
| 1109 | columns                                                                   |         20 |
| 1110 | fireteam-rogue                                                            |         20 |
| 1111 | brutal-paws-of-fury                                                       |         20 |
| 1112 | ultra-baseball-jitsumei-ban                                               |         20 |
| 1113 | pacific-theater-of-operations                                             |         20 |
| 1114 | poi-poi-ninja-world                                                       |         20 |
| 1115 | yamyam                                                                    |         20 |
| 1116 | albert-odyssey-2-jashin-no-taidou                                         |         20 |
| 1117 | bing-bing-bingo                                                           |         20 |
| 1118 | olympic-summer-games-atlanta-1996                                         |         20 |
| 1119 | wicked-18                                                                 |         20 |
| 1120 | chinhai                                                                   |         19 |
| 1121 | wheel-of-fortune-deluxe-edition                                           |         19 |
| 1122 | xband-modem                                                               |         19 |
| 1123 | rokudenashi-blues-taiketsu-tokyo-shitennou                                |         19 |
| 1124 | super-robot-taisen-4                                                      |         19 |
| 1125 | nickelodeon-guts                                                          |         19 |
| 1126 | sos-sink-or-swim                                                          |         19 |
| 1127 | lord-of-darkness                                                          |         19 |
| 1128 | ashita-no-joe                                                             |         19 |
| 1129 | sougou-kakutougi-astral-bout                                              |         19 |
| 1130 | captain-novolin                                                           |         19 |
| 1131 | new-yattaaman-nanndai-kanndai-yajirobe                                    |         18 |
| 1132 | last-action-hero                                                          |         18 |
| 1133 | herakles-no-eikou-iii-kamigami-no-chinmoku                                |         18 |
| 1134 | total-football                                                            |         18 |
| 1135 | tecmo-super-nba-basketball                                                |         18 |
| 1136 | cyber-knight-ii-chikyuu-teikoku-no-yabou                                  |         18 |
| 1137 | yuujin-no-furi-furi-girls                                                 |         18 |
| 1138 | barbie-super-model                                                        |         18 |
| 1139 | aretha-2-ariel-no-fushigi-na-bouken                                       |         18 |
| 1140 | dragon-slayer-eiyuu-densetsu-ii                                           |         18 |
| 1141 | super-ultra-baseball-2                                                    |         18 |
| 1142 | date-kimiko-no-virtual-tennis                                             |         18 |
| 1143 | emmitt-smith-football                                                     |         18 |
| 1144 | true-golf-classics-waialae-country-club                                   |         18 |
| 1145 | brett-hull-hockey-95                                                      |         18 |
| 1146 | brett-hull-hockey                                                         |         18 |
| 1147 | idea-no-hi                                                                |         17 |
| 1148 | super-copa                                                                |         17 |
| 1149 | shin-seikoku-la-wares                                                     |         17 |
| 1150 | gambler-jiko-chuushinha-2-dorapon-quest                                   |         17 |
| 1151 | bobbys-world                                                              |         17 |
| 1152 | ncaa-final-four-basketball                                                |         17 |
| 1153 | wonder-project-j-kikai-no-shounen-pino                                    |         17 |
| 1154 | light-fantasy-2                                                           |         17 |
| 1155 | bishoujo-wrestler-retsuden-blizzard-yuki-rannyuu                          |         17 |
| 1156 | wizardry-gaiden-iv-throb-of-the-demons-heart                              |         17 |
| 1157 | seifuku-densetsu-pretty-fighter                                           |         17 |
| 1158 | death-brade                                                               |         17 |
| 1159 | beethoven-the-ultimate-canine-caper                                       |         16 |
| 1160 | big-sky-trooper                                                           |         16 |
| 1161 | kaite-tsukutte-asoberu-dezaemon                                           |         16 |
| 1162 | eurit                                                                     |         16 |
| 1163 | football-fury                                                             |         16 |
| 1164 | ultra-baseball-jitsumei-ban-3                                             |         16 |
| 1165 | hurricanes-trainer                                                        |         16 |
| 1166 | super-fire-pro-wrestling-3-final-bout                                     |         16 |
| 1167 | street-combat                                                             |         16 |
| 1168 | gunforce                                                                  |         16 |
| 1169 | nichibutsu-arcade-classics                                                |         16 |
| 1170 | controller-test-cartridge                                                 |         16 |
| 1171 | bishoujo-senshi-sailor-moon-super-s-zenin-sanka-shuyaku-soudatsusen       |         15 |
| 1172 | shadow-of-the-beast                                                       |         15 |
| 1173 | bugs-life-a                                                               |         15 |
| 1174 | yoshi-no-kuruppon-oven-de-cookie                                          |         15 |
| 1175 | gt-racing                                                                 |         15 |
| 1176 | jumpin-derby                                                              |         15 |
| 1177 | soul-sword                                                                |         15 |
| 1178 | caravan-shooting-collection                                               |         15 |
| 1179 | super-international-cricket                                               |         15 |
| 1180 | slam-dunk-sd-heat-up                                                      |         15 |
| 1181 | ranma-1-2-akanekodan-teki-no-hihou                                        |         15 |
| 1182 | super-tetris-2-bombliss-limited-edition                                   |         15 |
| 1183 | breakthru                                                                 |         15 |
| 1184 | dream-basketball-dunk-hoop                                                |         15 |
| 1185 | love-quest                                                                |         15 |
| 1186 | kidou-keisatsu-patlabor                                                   |         15 |
| 1187 | super-f1-circus-gaiden                                                    |         15 |
| 1188 | college-football-usa-97-the-road-to-new-orleans                           |         14 |
| 1189 | super-family-circuit                                                      |         14 |
| 1190 | nolan-ryans-baseball                                                      |         14 |
| 1191 | nba-live-98                                                               |         14 |
| 1192 | super-fire-pro-wrestling-2                                                |         14 |
| 1193 | ippatsu-gyakuten-keiba-keirin-kyoutei                                     |         14 |
| 1194 | gamera-gyaos-gekimetsu-sakusen                                            |         14 |
| 1195 | 4-nin-shougi                                                              |         13 |
| 1196 | youchien-senki-madara                                                     |         13 |
| 1197 | shin-naki-no-ryuu-mahjong-hishouden                                       |         13 |
| 1198 | might-and-magic-iii-isles-of-terra                                        |         13 |
| 1199 | st-giga-10gatsu-gou                                                       |         13 |
| 1200 | light-fantasy                                                             |         13 |
| 1201 | dear-boys                                                                 |         13 |
| 1202 | ken-griffey-jr-presents-major-league-baseball                             |         13 |
| 1203 | haisei-mahjong-ryouga                                                     |         13 |
| 1204 | hunchback-of-notre-dame                                                   |         13 |
| 1205 | excitebike-bun-bun-mario-battle-stadium                                   |         13 |
| 1206 | elfaria-a-fantastic-theater                                               |         13 |
| 1207 | f1-world-championship-edition                                             |         13 |
| 1208 | f-1-grand-prix-part-ii                                                    |         13 |
| 1209 | super-fire-pro-wrestling-special                                          |         13 |
| 1210 | nobunaga-no-yabou-haouden                                                 |         13 |
| 1211 | super-real-mahjong-pv-paradise-all-star-4-nin-uchi                        |         12 |
| 1212 | final-stretch                                                             |         12 |
| 1213 | super-bowling                                                             |         12 |
| 1214 | trinea                                                                    |         12 |
| 1215 | corn-buster                                                               |         12 |
| 1216 | wizardry-i-ii-iii-the-story-of-llylgamyn                                  |         12 |
| 1217 | tokimeki-memorial-densetsu-no-ki-no-shita-de                              |         12 |
| 1218 | computer-nouryoku-kaiseki-ultra-baken                                     |         12 |
| 1219 | super-naxat-open-golf-de-shoubu-da-dorabocchan                            |         12 |
| 1220 | bs-nintama-rantarou-2                                                     |         12 |
| 1221 | jissen-kyoutei                                                            |         12 |
| 1222 | araiguma-rascal                                                           |         11 |
| 1223 | katou-hifumi-kudan-shougi-club                                            |         11 |
| 1224 | kouryuu-densetsu-villgust-kieta-shoujo                                    |         11 |
| 1225 | tony-meolas-sidekicks-soccer                                              |         11 |
| 1226 | kyoraku-sanyo-toyomaru-okumura-daiichi-maruhon-parlor-parlor-4-cr         |         11 |
| 1227 | sougou-kakutougi-astral-bout-2-the-total-fighters                         |         11 |
| 1228 | super-hanafuda                                                            |         11 |
| 1229 | finalset                                                                  |         11 |
| 1230 | skipp-and-friends                                                         |         11 |
| 1231 | monopoly-1993                                                             |         11 |
| 1232 | nobunaga-no-yabou-tenshouki                                               |         11 |
| 1233 | super-dany                                                                |         11 |
| 1234 | masakatsu-funaki-hybrid-wrestler                                          |         11 |
| 1235 | crayon-shin-chan-arashi-wo-yobu-enji                                      |         10 |
| 1236 | nekketsu-tairiku-burning-heroes                                           |         10 |
| 1237 | rhi-roller-hockey-95                                                      |         10 |
| 1238 | zone                                                                      |         10 |
| 1239 | bs-bdash                                                                  |         10 |
| 1240 | oekaki-logic                                                              |         10 |
| 1241 | tamagocchi-town                                                           |         10 |
| 1242 | spellcraft                                                                |          9 |
| 1243 | dynamitracer                                                              |          9 |
| 1244 | zootto-mahjong                                                            |          9 |
| 1245 | go-go-dodge-league                                                        |          9 |
| 1246 | full-throttle-all-american-racing                                         |          9 |
| 1247 | shanghai-ii-dragons-eye                                                   |          9 |
| 1248 | puzzle-n-desu                                                             |          9 |
| 1249 | bakutou-dodgers-bumps-shima-wa-oosawagi                                   |          9 |
| 1250 | monopoly                                                                  |          9 |
| 1251 | burai-hachigyoku-no-yuushi-densetsu                                       |          9 |
| 1252 | snes-burn-in-test-cart                                                    |          9 |
| 1253 | tadaima-yuusha-boshuuchuu-okawari                                         |          9 |
| 1254 | tactics-ogre-let-us-cling-together                                        |          9 |
| 1255 | super-f1-circus-3                                                         |          8 |
| 1256 | shigesato-itoi-no-bass-tsuri-no1                                          |          8 |
| 1257 | super-play-action-football                                                |          8 |
| 1258 | championship-soccer-94                                                    |          8 |
| 1259 | world-soccer-94-road-to-glory-[eric-cantona-football-challenge]-[striker] |          8 |
| 1260 | hungry-dinosaurs                                                          |          8 |
| 1261 | kevin-keegans-player-manager                                              |          8 |
| 1262 | logos-panic-goaisatsu                                                     |          8 |
| 1263 | jleague-super-soccer-95-jikkyou-stadium                                   |          8 |
| 1264 | super-formation-soccer-96-world-club-edition                              |          8 |
| 1265 | soul-blade                                                                |          8 |
| 1266 | supapoon                                                                  |          8 |
| 1267 | parlor-mini-series                                                        |          8 |
| 1268 | waku-waku-ski-wonder-shoot                                                |          8 |
| 1269 | war-3010-the-revolution                                                   |          8 |
| 1270 | super-solitaire                                                           |          8 |
| 1271 | super-nichibutsu-mahjong-2-zenkoku-seiha-hen                              |          8 |
| 1272 | bishin-densetsu-zoku                                                      |          8 |
| 1273 | jissen-mahjong-shinan                                                     |          8 |
| 1274 | bishoujo-janshi-suchie-pai                                                |          8 |
| 1275 | honkaku-mahjong-tetsuman                                                  |          7 |
| 1276 | frogger                                                                   |          7 |
| 1277 | super-oozumou-nessen-ou-ichiban                                           |          7 |
| 1278 | super-nichibutsu-mahjong-3-yoshimoto-gekijou-hen                          |          7 |
| 1279 | gamble-hourouki                                                           |          7 |
| 1280 | super-power-league                                                        |          7 |
| 1281 | super-slam-dunk                                                           |          7 |
| 1282 | super-tetris-3                                                            |          7 |
| 1283 | super-trump-collection                                                    |          7 |
| 1284 | kabuki-chou-reach-mahjong-toupuusen                                       |          7 |
| 1285 | jissen-pachi-slot-hisshouhou-yamasa-densetsu                              |          7 |
| 1286 | barkley-shut-up-and-jam                                                   |          7 |
| 1287 | espn-speed-world                                                          |          7 |
| 1288 | espn-baseball-tonight                                                     |          7 |
| 1289 | hayazashi-nidan-morita-shougi                                             |          7 |
| 1290 | god-mezameyo-to-yobu-koe-ha-kikoe                                         |          7 |
| 1291 | hatayama-hacchi-no-pro-yakyuu-news-jitsumeiban                            |          7 |
| 1292 | heisei-gunjin-shougi                                                      |          7 |
| 1293 | cu-on-pa-sfc                                                              |          7 |
| 1294 | nakajima-satoru-kanshuu-super-f-1-hero                                    |          7 |
| 1295 | super-pachinko                                                            |          7 |
| 1296 | super-air-diver-2                                                         |          7 |
| 1297 | world-class-rugby                                                         |          7 |
| 1298 | human-grand-prix-iv-f1-dream-battle                                       |          7 |
| 1299 | puzzle-nintama-rantarou-ninjutsu-gakuen-puzzle-no-maki                    |          7 |
| 1300 | mark-davis-the-fishing-master                                             |          7 |
| 1301 | hakunetsu-professional-baseball-ganba-league-93                           |          7 |
| 1302 | kirby-no-omocha-hako-baseball                                             |          7 |
| 1303 | steven-seagal-is-the-final-option                                         |          7 |
| 1304 | honke-sankyo-fever-jikki-simulation-2                                     |          6 |
| 1305 | galaxy-wars                                                               |          6 |
| 1306 | human-grand-prix-iii-f1-triple-battle                                     |          6 |
| 1307 | sotsugyou-bangai-hen-nee-mahjong-shiyo                                    |          6 |
| 1308 | kindai-mahjong-special                                                    |          6 |
| 1309 | asahi-shinbun-rensai-katou-hifumi-kudan-shogi-shingiryuu                  |          6 |
| 1310 | honkakuha-igo-gosei                                                       |          6 |
| 1311 | o-chan-no-oekaki-logic                                                    |          6 |
| 1312 | waratte-iitomo-tamorinpic                                                 |          6 |
| 1313 | naki-no-ryuu-mahjong-hishouden                                            |          6 |
| 1314 | thunderbirds-kokusai-kyuujotai-shutsudou-seyo                             |          6 |
| 1315 | super-momotarou-dentetsu-dx                                               |          6 |
| 1316 | super-famicom-box-bios                                                    |          6 |
| 1317 | jikkyou-powerful-pro-yakyuu-94                                            |          6 |
| 1318 | super-final-match-tennis                                                  |          6 |
| 1319 | captain-tsubasa-iv-pro-no-rival-tachi                                     |          6 |
| 1320 | ongaku-tsukuru-kanadeeru                                                  |          6 |
| 1321 | hanafuda-ou                                                               |          6 |
| 1322 | habu-meijin-no-omoshiro-shougi                                            |          6 |
| 1323 | bs-nichibutsu-mahjong                                                     |          6 |
| 1324 | pachinko-maruhi-hisshouhou                                                |          6 |
| 1325 | pipe-dream                                                                |          6 |
| 1326 | pokekame-magazine                                                         |          6 |
| 1327 | kunio-kun-no-dodgeball-dayo-zenin-shuugou                                 |          6 |
| 1328 | itadaki-street-2-neon-sign-ha-barairo-ni                                  |          6 |
| 1329 | slam-dunk-2-ih-yosen-kanzenban                                            |          6 |
| 1330 | jutei-senki                                                               |          6 |
| 1331 | super-nichibutsu-mahjong                                                  |          6 |
| 1332 | koutetsu-no-kishi-3-gekitou-europe-sensen                                 |          6 |
| 1333 | kishin-douji-zenki-tenchi-meidou                                          |          6 |
| 1334 | kirby-no-omocha-hako-hoshi-kuzushi                                        |          6 |
| 1335 | slam-dunk-yonkyo-taiketsu                                                 |          6 |
| 1336 | kunio-no-oden                                                             |          6 |
| 1337 | super-indy-champ                                                          |          6 |
| 1338 | shanghai-banri-no-choujou                                                 |          6 |
| 1339 | nontan-to-issho-kuru-kuru-puzzle                                          |          6 |
| 1340 | jleague-soccer-prime-goal-2                                               |          5 |
| 1341 | super-mahjong-2-honkaku-4-nin-uchi                                        |          5 |
| 1342 | hong-kong-97                                                              |          5 |
| 1343 | bishoujo-senshi-sailor-moon-s-kondo-wa-puzzle-de-oshioki-yo               |          5 |
| 1344 | sutobasu-yarou-show-3-on-3-basketball                                     |          5 |
| 1345 | miracle-casino-paradise                                                   |          5 |
| 1346 | mini-yonku-shining-scorpion-lets-go                                       |          5 |
| 1347 | naruhodo-the-world                                                        |          5 |
| 1348 | pachinko-fan-2                                                            |          5 |
| 1349 | nintama-rantarou                                                          |          5 |
| 1350 | super-zugan-hakotenjou-kara-no-shoutai                                    |          5 |
| 1351 | barbarossa                                                                |          5 |
| 1352 | derby-jockey-2                                                            |          5 |
| 1353 | hisshou-777-fighter-ii-pachi-slot-hi-jouhou                               |          5 |
| 1354 | multi-play-volleyball                                                     |          5 |
| 1355 | derby-jockey-kishou-he-no-michi                                           |          5 |
| 1356 | shin-nihon-pro-wrestling-94-battlefield-in-tokyo-dome                     |          5 |
| 1357 | shin-megami-tensei-ii                                                     |          5 |
| 1358 | jissen-pachi-slot-hisshouhou-twin                                         |          5 |
| 1359 | kinnikuman-dirty-challenger                                               |          5 |
| 1360 | congo-the-movie-the-secret-of-zinj                                        |          5 |
| 1361 | touge-densetsu-saisoku-battle                                             |          5 |
| 1362 | mahou-poi-poi-poitto                                                      |          5 |
| 1363 | super-f1-circus                                                           |          5 |
| 1364 | golf-daisuki-ob-club                                                      |          5 |
| 1365 | tenshi-no-uta-shiroki-tsubasa-no-inori                                    |          5 |
| 1366 | super-nichibutsu-mahjong-4-kiso-kenkyu-hen                                |          5 |
| 1367 | super-famista-2                                                           |          5 |
| 1368 | jissen-pachi-slot-hisshouhou-2                                            |          5 |
| 1369 | gionbana                                                                  |          5 |
| 1370 | tetris-dr-mario                                                           |          5 |
| 1371 | nakajima-satoru-kanshuu-f-1-hero-94                                       |          5 |
| 1372 | wile-e-coyotes-revenge                                                    |          5 |
| 1373 | shougi-fuurinkazan                                                        |          5 |
| 1374 | shigetaka-kashiwagi-no-top-water-bassing                                  |          5 |
| 1375 | rpg-tsukuru-2                                                             |          5 |
| 1376 | super-pachinko-taisen                                                     |          4 |
| 1377 | jissen-pachi-slot-hisshouhou                                              |          4 |
| 1378 | sougou-kakutougi-rings-astral-bout-3                                      |          4 |
| 1379 | honkaku-shougi-fuuunji-ryuuou                                             |          4 |
| 1380 | super-f1-circus-2                                                         |          4 |
| 1381 | heian-fuunden-the                                                         |          4 |
| 1382 | yuujin-janjuu-gakuen                                                      |          4 |
| 1383 | sankyo-fever-fever                                                        |          4 |
| 1384 | pikiinya                                                                  |          4 |
| 1385 | super-mahjong-3-karakuchi                                                 |          4 |
| 1386 | genjuu-ryodan                                                             |          4 |
| 1387 | sd-gundam-power-formation-puzzle                                          |          4 |
| 1388 | ginga-eiyuu-densetsu                                                      |          4 |
| 1389 | super-double-yakuman                                                      |          4 |
| 1390 | wakataka-oozumou-yume-no-kyoudai-taiketsu                                 |          4 |
| 1391 | yume-maboroshi-no-gotoku                                                  |          4 |
| 1392 | zen-nihon-pro-wrestling-2-34-budoukan                                     |          4 |
| 1393 | yume-meikyuu-kigurumi-daibouken                                           |          4 |
| 1394 | bass-master-classic                                                       |          4 |
| 1395 | itou-hatasu-rokudan-no-shougi-doujou                                      |          4 |
| 1396 | shounin-yo-taishi-o-idake                                                 |          4 |
| 1397 | tokoros-mahjong                                                           |          4 |
| 1398 | famicom-tantei-club-2-ushiro-ni-tatsu-shoujo                              |          4 |
| 1399 | shodan-morita-shougi                                                      |          4 |
| 1400 | shin-ikkaku-senkin                                                        |          4 |
| 1401 | jissen-pachinko-hisshouhou-2                                              |          4 |
| 1402 | ka-blooey                                                                 |          4 |
| 1403 | shougi-saikyou                                                            |          4 |
| 1404 | lady-stalker-kako-kara-no-chousen                                         |          4 |
| 1405 | tsuri-taro                                                                |          4 |
| 1406 | tommy-moes-winter-extreme-[val-d-isere-championship]                      |          4 |
| 1407 | dekitate-high-school                                                      |          4 |
| 1408 | drift-king-shutokou-battle-2                                              |          4 |
| 1409 | jissen-pachi-slot-hisshouhou-twin-2                                       |          4 |
| 1410 | table-game-dai-shuugo-shogi-mahjong-hanafuda                              |          4 |
| 1411 | riverse-kids                                                              |          4 |
| 1412 | magna-braban-henreki-no-yuusha                                            |          4 |
| 1413 | tsukikomori                                                               |          4 |
| 1414 | pro-yakyuu-nettou-puzzle-stadium                                          |          4 |
| 1415 | classic-road-ii                                                           |          4 |
| 1416 | samsara-naga-2                                                            |          4 |
| 1417 | saikousoku-shikou-shogi-mahjong                                           |          4 |
| 1418 | mahjong-touhaiden-the                                                     |          4 |
| 1419 | kyoraku-sanyo-toyomaru-parlor-parlor                                      |          4 |
| 1420 | kamen-rider-sd-shutsugeki-rider-machine                                   |          4 |
| 1421 | sangokushi-eiketsuden                                                     |          4 |
| 1422 | hisshou-777-fighter-pachi-slot-ryuuguu-densetsu                           |          4 |
| 1423 | multi-purpose-arcade-combat-simulator-basic-rifle-marksmanship            |          4 |
| 1424 | granhistoria-genshi-sekaiki                                               |          4 |
| 1425 | ozumou-damashii                                                           |          4 |
| 1426 | syndicate                                                                 |          4 |
| 1427 | kidou-senshi-gundam-f91-formula-senki-0122                                |          4 |
| 1428 | kidou-senshi-gundam-cross-dimension-0079                                  |          4 |
| 1429 | x-men-vs-street-fighter                                                   |          4 |
| 1430 | nintama-rantarou-2                                                        |          4 |
| 1431 | makeruna-makendou-2-kimero-youkai-souri-daijin                            |          4 |
| 1432 | little-master-nijiiro-no-maseki                                           |          4 |
| 1433 | pro-mahjong-kiwame-iii                                                    |          4 |
| 1434 | pro-mahjong-kiwame-ii                                                     |          4 |
| 1435 | bs-dan-dan-belt-conveyor-milk-no-maki                                     |          4 |
| 1436 | masaki-shimono-no-fishing-to-bassing                                      |          4 |
| 1437 | pro-mahjong-kiwame-gb                                                     |          4 |
| 1438 | pro-mahjong-kiwame                                                        |          4 |
| 1439 | zero4-champ-rr                                                            |          3 |
| 1440 | zico-soccer                                                               |          3 |
| 1441 | yuu-yu-no-quiz-de-go-go                                                   |          3 |
| 1442 | power-slide-ects-demo                                                     |          3 |
| 1443 | ultima-kyouryuu-teikoku-the-savage-empire                                 |          3 |
| 1444 | umitsuri-meijin-suzuki-hen                                                |          3 |
| 1445 | pachinko-renchan-tengoku-super-cr-special                                 |          3 |
| 1446 | nichibutsu-arcade-classics-2-heiankyo-alien                               |          3 |
| 1447 | monster-maker-iii-hikari-no-majutsushi                                    |          3 |
| 1448 | hysteria                                                                  |          3 |
| 1449 | illvanian-no-shiro                                                        |          3 |
| 1450 | super-black-bass-3                                                        |          3 |
| 1451 | gd-leen                                                                   |          3 |
| 1452 | keiba-yosou-baken-renkinjutsu                                             |          3 |
| 1453 | kidou-senshi-z-gundam-away-to-the-newtype                                 |          3 |
| 1454 | taikyoku-igo-idaten                                                       |          3 |
| 1455 | super-wrestle-angels                                                      |          3 |
| 1456 | super-zugan-2-tsukanpo-fighter                                            |          3 |
| 1457 | jissen-pachi-slot-hisshouhou-classic                                      |          3 |
| 1458 | christmas-craze                                                           |          3 |
| 1459 | koushien-2                                                                |          3 |
| 1460 | super-shougi-2                                                            |          3 |
| 1461 | lupin-iii-densetsu-no-hihou-wo-oe                                         |          3 |
| 1462 | mahjong-gokuu-tenjiku                                                     |          3 |
| 1463 | top-management-ii                                                         |          3 |
| 1464 | tsuyoshi-shikkarai-shinasai-taisen-puzzle-dama                            |          3 |
| 1465 | saibara-reiko-no-mahjong-hourouki                                         |          3 |
| 1466 | kyoraku-sanyo-toyomaru-daiichi-maruhon-parlor-parlor-2                    |          3 |
| 1467 | kyoraku-sanyo-toyomaru-okumura-taiyou-parlor-parlor-3                     |          3 |
| 1468 | rpg-tsukuru-super-dante                                                   |          3 |
| 1469 | shinri-game-2-the-magical-trip                                            |          3 |
| 1470 | shinseiki-odysselya-ii                                                    |          3 |
| 1471 | shinzui-taikyoku-igo-go-sennin                                            |          3 |
| 1472 | shin-sd-sengokuden-daishougun-retsuden                                    |          3 |
| 1473 | dorque-and-imp                                                            |          3 |
| 1474 | seijuu-maden-beasts-blades                                                |          3 |
| 1475 | super-robot-taisen-ex                                                     |          3 |
| 1476 | super-sangokushi                                                          |          3 |
| 1477 | game-no-tetsujin-the-shanghai                                             |          3 |
| 1478 | super-gomoku-narabe-renju                                                 |          3 |
| 1479 | super-kyukyoku-harikiri-stadium                                           |          3 |
| 1480 | hourai-gakuen-no-bouken-tenkousei-scramble                                |          3 |
| 1481 | gal-kan-bazooka-dai-5-kan                                                 |          3 |
| 1482 | super-power-league-2                                                      |          3 |
| 1483 | super-power-league-3                                                      |          3 |
| 1484 | super-professional-baseball-2                                             |          3 |
| 1485 | bouncing-ball-trainer                                                     |          3 |
| 1486 | super-dunk-star                                                           |          3 |
| 1487 | heisei-shin-onigashima                                                    |          3 |
| 1488 | tekichuu-keiba-juku                                                       |          3 |
| 1489 | thoroughbred-breeder-ii                                                   |          3 |
| 1490 | thoroughbred-breeder-iii                                                  |          3 |
| 1491 | chou-mahou-tairiku-wozz                                                   |          3 |
| 1492 | daisenryaku-expert                                                        |          3 |
| 1493 | kikuni-masahiko-no-jantoushi-dora-ou                                      |          3 |
| 1494 | sanrio-shanghai                                                           |          3 |
| 1495 | sd-gundam-gaiden-knight-gundam-monogatari-ooinaru-isan                    |          3 |
| 1496 | winning-post-2                                                            |          3 |
| 1497 | astrohawk                                                                 |          3 |
| 1498 | yakouchuu                                                                 |          3 |
| 1499 | zenkoku-juudan-ultra-shinri-game                                          |          3 |
| 1500 | zan-iii-spirits                                                           |          3 |
| 1501 | operation-europe-path-to-victory-1939-45                                  |          2 |
| 1502 | hissatsu-pachinko-collection                                              |          2 |
| 1503 | hisshou-777-fighter-iii-kokuryuuou-no-fukkatsu                            |          2 |
| 1504 | ganso-pachinko-ou                                                         |          2 |
| 1505 | igo-club                                                                  |          2 |
| 1506 | inazuma-serve-da-super-beach-volley                                       |          2 |
| 1507 | starfield-trainer                                                         |          2 |
| 1508 | olivias-mystery                                                           |          2 |
| 1509 | wizap-ankoku-no-ou                                                        |          2 |
| 1510 | winning-post                                                              |          2 |
| 1511 | a-ressha-de-ikou-3-super-version                                          |          2 |
| 1512 | zen-nihon-pro-wrestling                                                   |          2 |
| 1513 | super-family-gerende                                                      |          2 |
| 1514 | sd-gundam-gaiden-2-entaku-no-kishi                                        |          2 |
| 1515 | crayon-shin-chan-2-daimaou-no-gyakushuu                                   |          2 |
| 1516 | sd-ultra-battle-seven-densetsu-ultraman-densetsu                          |          2 |
| 1517 | tenryuu-genichirou-no-pro-wres-revolution                                 |          2 |
| 1518 | daisenryaku-expert-wwii-war-in-europe                                     |          2 |
| 1519 | tarot-mystery                                                             |          2 |
| 1520 | tactical-soccer                                                           |          2 |
| 1521 | shodankurai-nintei-shodan-pro-mahjong                                     |          2 |
| 1522 | sword-world-sfc-2-inishie-no-kyojin-densetsu                              |          2 |
| 1523 | kyoraku-sanyo-maruhon-parlor-parlor-5                                     |          2 |
| 1524 | kero-kero-keroppi-no-bouken-nikki-nemureru-mori-no-keroriinu              |          2 |
| 1525 | keiba-eight-special-2                                                     |          2 |
| 1526 | sangokushi-seishi-tenbu-spirits                                           |          2 |
| 1527 | shijou-saikyou-no-quiz-ou-kettei-sen-super                                |          2 |
| 1528 | shin-momotarou-densetsu                                                   |          2 |
| 1529 | shin-nihon-pro-wrestling-chou-senshi-in-tokyo-dome                        |          2 |
| 1530 | shin-shougi-club                                                          |          2 |
| 1531 | same-game-tsume-game                                                      |          2 |
| 1532 | honke-sankyo-fever-jikki-simulation-3                                     |          2 |
| 1533 | honkakuha-taikyoku-shougi-shougi-club                                     |          2 |
| 1534 | super-honmei-g1-seiha                                                     |          2 |
| 1535 | spectre                                                                   |          2 |
| 1536 | super-real-mahjong-piv                                                    |          2 |
| 1537 | super-power-league-4                                                      |          2 |
| 1538 | kakinoki-shougi                                                           |          2 |
| 1539 | jungle-wars-2-kodai-mahou-atimos-no-nazo                                  |          2 |
| 1540 | shiroi-ring-he-twinkle-little-star                                        |          2 |
| 1541 | shinri-game-the-akuma-no-kokoroji                                         |          2 |
| 1542 | shinri-game-3-the                                                         |          2 |
| 1543 | jleague-excite-stage-95                                                   |          2 |
| 1544 | super-kokou-yakyuu-ichikyuu-jikkon                                        |          2 |
| 1545 | super-double-yakuman-ii                                                   |          2 |
| 1546 | sound-novel-tsukuru                                                       |          2 |
| 1547 | undake-30-same-game-mario-version                                         |          2 |
| 1548 | masaki-takemiya-kudan-no-igo-taishou                                      |          2 |
| 1549 | zen-nihon-gt-senshuken-hyper-battle-game                                  |          2 |
| 1550 | power-lode-runner                                                         |          2 |
| 1551 | ginga-sengoku-gunyuuden-rai                                               |          2 |
| 1552 | gamars-copier                                                             |          2 |
| 1553 | sufami-turbo-bios                                                         |          1 |
| 1554 | nintendo-power-menu-program                                               |          1 |
| 1555 | n-warp-daisakusen                                                         |          1 |
| 1556 | satesupudx-4                                                              |          1 |
| 1557 | cute-angela-great-journey                                                 |          1 |
| 1558 | sargeant-saunders-combat                                                  |          1 |
| 1559 | super-syobo-syobo-cg-collection                                           |          1 |
